Name,x,y,Admin1,Admin2,Admin3
Modibo Shellenge Primary Health Center,12.0306,9.880731,Adamawa,Shelleng,Shelleng
Unguwar Mohd Health Post,12.05463,9.773065,Adamawa,Shelleng,Talum
Gum A Primary Health Center,11.65549,7.768563,Adamawa,Toungo,Gumti
Matawa Michika Clinic and Maternity,13.38728,10.62619,Adamawa,Michika,Michika 2
Kwaghe Barka Clinic,13.36559,10.60606,Adamawa,Michika,Madzi
Tashewa Maternity,12.30556,10.28735,Adamawa,Gombi,Garkida
Ganye Primary Health Center,12.10718014,8.44286071,Adamawa,Ganye,Ganye 2
Gadabawa Health Center,12.45293,9.27752,Adamawa,Yola North,Alkalawa
St Mariya Catholic Maternity,13.3274,10.56878,Adamawa,Michika,Bazza Margi
Wuro Bokki Health Post,12.88518143,10.17814636,Adamawa,Hong,Daksiri
Dashen Missionary Clinic,12.13596535,8.583369255,Adamawa,Jada,Nyibango
Model Primary Health Care Centre,12.1349144,8.575708389,Adamawa,Jada,Nyibango
Gettado Health Post,12.22280933,8.76605535,Adamawa,Jada,Jada 2
Tumpa Clinic,12.43896961,10.00515461,Adamawa,Song,Gudu/Mboi
Binyeri Health Center,11.83794022,8.740300179,Adamawa,Mayo-Belwa,Binyeri
Galasajo Health Post,11.83930166,8.78841628,Adamawa,Mayo-Belwa,Binyeri
Gartsanu Health Clinic,12.97735603,10.4134969,Adamawa,Hong,Gaya Silkami
Gabun Maternity,12.37219333,10.18736167,Adamawa,Gombi,Gabun
Hullere Health Post,12.40277004,9.296933174,Adamawa,Yola South,Namtari
Wuro Ardo Health Center,12.13432166,9.29224681,Adamawa,Yola South,Yolde Kohi
Sengere Health Post,12.34137077,9.29133773,Adamawa,Yola South,Namtari
Juaro Bappa Health Post,12.2001667,9.363108635,Adamawa,Yola South,Yolde Kohi
Lamido Aliyu Health Clinic,12.486296,9.2070224,Adamawa,Yola South,Toungo
Kamal Health Post,13.26269,10.25139,Adamawa,Mubi South,Lamurde (Lamurde)
Juppujam Maternity Clinic,12.04613,8.460841,Adamawa,Ganye,Ganye 2
Gejembo Primary Health Center,11.90454,9.309455,Adamawa,Demsa,Bille
Murgarang Primary Health Center,12.17434,9.457073,Adamawa,Demsa,Demsa
Dem Primary Health Center,11.72535,9.29555,Adamawa,Demsa,Kpasham
Woryabi Memorial Clinic,12.14283,9.498365,Adamawa,Demsa,Mbula
Federal Government College Clinic,12.05517,8.462312,Adamawa,Ganye,Ganye 2
Gang Woki College Clinic,12.08644,8.457133,Adamawa,Ganye,Ganye 2
Datnubu Health Clinic,11.88332,8.458365,Adamawa,Ganye,Gurum Pawo
Haske Clinic,6.549682617,9.630493164,Niger,Chanchaga,Nassarawa 'C'
Dagera Health Post,12.02757,8.409333,Adamawa,Ganye,Sugu
Gidan Kowa Health Post,11.98398,8.480955,Adamawa,Ganye,Timdore
Timdore Health Clinic,11.97873,8.535117,Adamawa,Ganye,Timdore
Dayiri Chamba Health Clinic,11.9403,8.511704,Adamawa,Ganye,Timdore
Gangmuel Health Post,12.00177,8.559326,Adamawa,Ganye,Yebbi
Ngbebonge Health Post,11.83309,9.624172,Adamawa,Lamurde,Lafiya
Nyiburi Primary Health Center,13.5278,10.59718,Adamawa,Michika,Sina/Kamale
Mbughma Primary Health Center,13.26197,10.5186,Adamawa,Michika,Tsukumu / Tilijo
Excellent Medical Diagnostic Laboratory,7.975475,6.395981667,Ebonyi,Ohaukwu,Umuagura Urevene
Kashiwa Clinic,13.39825,10.49359,Adamawa,Michika,Zah
Kali Sama Clinic,13.3961,10.48813,Adamawa,Michika,Zah
Thuku Nglatu Health Clinic,13.45407,10.48872,Adamawa,Michika,Zah
Makandau Health Post,13.5068,10.86153,Adamawa,Madagali,Hyambula
Gadamohol General Hospital,13.63251,10.88759,Adamawa,Madagali,Madagali
Gadamohol Health Clinic,13.63145,10.88796,Adamawa,Madagali,Madagali
Kotirde Health Post,13.27973,10.43232,Adamawa,Mubi North,Mayo-Bani
Kwashekini Health Post,13.42047,10.41468,Adamawa,Mubi North,Mijilu
Mukta Health Care,13.50921,10.40064,Adamawa,Mubi North,Mijilu
Tunga Health Post,11.58266,9.413722,Adamawa,Numan,Gamadio
Roman Primary Health Center,12.01759,9.517495,Adamawa,Numan,Imburu
Rapha Health Post,12.01696,9.530406,Adamawa,Numan,Imburu
Tudun Wada Bamako Health Center,12.03383,9.457552,Adamawa,Numan,Numan 1
Nadu Primary Health Care,12.14613,8.210682,Adamawa,Toungo,Toungo 3
Kali Health Post,13.40664,10.46248,Adamawa,Michika,Zah
Wuro Harde Primary Health Center,13.25787354,10.30407715,Adamawa,Mubi North,Digil
Gurumpah Health Clinic,12.45635155,9.06221173,Adamawa,Fufore,Uki-Tuki
Adamawa State Cold Chain Office,12.4445705,9.27715304,Adamawa,Yola North,Nasarawo
S and G Medical Services,4.665366667,7.919625,Osun,Ifelodun,Oke-Iroko 1
Damilu Primary Health Center,12.41705751,9.266164254,Adamawa,Yola North,Karewa
Deremina A Health Post,11.84146706,9.96704014,Adamawa,Guyuk,Bobini
Mai Garo Primary Health Center,12.66541851,9.65261953,Adamawa,Song,Song Waje
Chafajaule Health Post,12.86484722,9.31583823,Adamawa,Fufore,Ribadu (Funakaye)
Kpanae Primary Health Care Center,12.7798384,9.34494046,Adamawa,Fufore,Ribadu (Funakaye)
Daware Primary Health Clinic,12.59433534,9.41370914,Adamawa,Girei,Girei 2
Mbunga Health Post,13.01028827,9.50912749,Adamawa,Fufore,Farang
Megaleyi Health Post,12.39715973,9.02531464,Adamawa,Fufore,Uki-Tuki
Lainde Fulani J Auwal Primary Health Center,12.13113801,8.97567709,Adamawa,Mayo-Belwa,Mayo-Farang
Luggere Idp Clinic,12.44628311,9.27291355,Adamawa,Yola North,Luggere
Demsawo Primary Health Care Center,12.4343867,9.27855324,Adamawa,Yola North,Nasarawo
Tsohoh Bariki Health Post,12.39181102,10.06142334,Adamawa,Gombi,Duwa
Tsirka Health Post,11.90844014,9.73007603,Adamawa,Guyuk,Chikila
Duldal Clinic,12.97832161,10.08478535,Adamawa,Hong,Daksiri
Hamalaire Namro Health Post,12.22792106,8.88941726,Adamawa,Fufore,Mayo-Ine
Dirmina Primary Health Care,11.91720584,9.85014264,Adamawa,Guyuk,Lokoro
Bafyau Health Post,11.84387207,9.601928711,Adamawa,Lamurde,Dubwange
Bando Bole Health Center,12.51299,9.12282,Adamawa,Yola South,Bole-Yoldepate
Bredeng Health Post,12.53724,9.82948,Adamawa,Song,Gudu/Mboi
Chakamaje Health Post,13.25359,10.20171,Adamawa,Mubi South,Mugulbu
Munduva Bamako Health Post,13.31644,10.2294,Adamawa,Mubi South,Gude
Ngungwaling Health Post,12.21252441,9.508728027,Adamawa,Demsa,Mbula
Wummu Bamako Health Post,13.27971,10.51037,Adamawa,Michika,Tsukumu / Tilijo
Wajah Primary Health Center,12.91845473,10.2339118,Adamawa,Hong,Hong
Garaha Dutse Health Post,12.88681386,10.39895846,Adamawa,Hong,Garaha
Watame Health Post,11.83075779,9.14322214,Adamawa,Mayo-Belwa,Gorobi
Waka Health Post,11.81052376,9.15996364,Adamawa,Mayo-Belwa,Gorobi
Sauka Health Center,11.90935459,9.90181119,Adamawa,Guyuk,Guyuk
Dulmava Health Post,12.95940114,10.29498294,Adamawa,Hong,Bangshika
Garaha Larh Health Post,12.84773435,10.41008641,Adamawa,Hong,Garaha
Njoboliyo Health Clinic,12.58096936,9.22418728,Adamawa,Yola South,Mbamba
Modibbo Primary Health Center,12.70319995,9.08997941,Adamawa,Fufore,Beti
Chioma Maternity Home,7.181274414,9.187927246,Niger,Suleja,Hashimi B
Yelwa Health Clinic,11.95626873,8.526877607,Adamawa,Ganye,Timdore
Njiburi Health Center,13.52610309,10.60292882,Adamawa,Michika,Sina/Kamale
Lokuwa Gss Health Post,13.28822677,10.26928711,Adamawa,Mubi North,Lokuwa
Tipsan Health Clinic,12.16102211,8.008941917,Adamawa,Toungo,Toungo 2
Mbai Maternity and  Child Health Clinic,12.43969727,9.621276855,Adamawa,Song,Suktu
Vimtim Primary Health Care Clinic,13.30935081,10.32716185,Adamawa,Mubi North,Vimtim
Nyasikasi Health Clinic,11.65152102,7.852462297,Adamawa,Toungo,Gumti
Dagberum Health Clinic,12.00653225,8.373577743,Adamawa,Ganye,Sugu
Wamirete Primary Health Center,12.34511,10.21535,Adamawa,Gombi,Gabun
Tutare Primary Health Center,10.78409525,8.646753039,Taraba,Gassol,Mutum-Biyu B
Masewa Primary Health Center,11.13150342,6.895628179,Taraba,Sardauna,Magu
Yelwa Health Post,11.37336292,7.508331059,Taraba,Gashaka,Serti B
Goje Primary Health Center,11.24858524,7.386514743,Taraba,Gashaka,Mayo Selbe
Abbare Health Clinic,11.36054013,8.892567672,Taraba,Jalingo,Barade
Ndumiyaji Health Post,11.10641352,6.566405885,Taraba,Sardauna,Mbamnga
Dembe Millennium Development Goals Eeee Primary Health Center,11.25546354,6.709245962,Taraba,Sardauna,Gembu A
Mang Primary Health Center,11.2546672,6.709065647,Taraba,Sardauna,Gembu A
Tudun Ward Clinic,11.35446,8.89514,Taraba,Jalingo,Maji-Dadi
Kare Primary Health Center,11.2850295,7.98327351,Taraba,Gashaka,Gangumi
Millennium Development Goals Clinic,10.55090332,8.243530273,Taraba,Gassol,Sabon-Gida
Rimamndeyati Ticino Maternity and  Child Health Clinic,9.98424,7.17464,Taraba,Ussa,Kpambo 1
Wuro Daudo Primary Health Center,12.518825,9.936956667,Adamawa,Song,Gudu/Mboi
Deremina Primary Health Center,11.95899833,9.918125,Adamawa,Guyuk,Purokayo
Rossylyke Medical Lab,6.9296,6.02651,Anambra,Idemili South,Oba 3
No Doctors In The Hospital,12.25272,8.572529,Adamawa,Ganye,Bakari Goso
Gantimen Clinic,12.24554,8.628669,Adamawa,Ganye,Bakari Goso
Ngurori Yebbi Health Post,11.95555,8.575524,Adamawa,Ganye,Yebbi
Girinburum Primary Health Center,13.39895,10.11581,Adamawa,Mubi South,Duvu
Gimulungwa Primary Health Care,13.3599,10.18232,Adamawa,Mubi South,Mujara
Hamdalla Bamako Health Post,13.18585,10.05829,Adamawa,Maiha,Mayo-Nguli
Cantonment Medical Reception Station,8.798706055,6.685302734,Cross River,Ogoja,Etinan Urban 1
Wuro Iya Maternity Centre,13.22676,9.956347,Adamawa,Maiha,Tambajam
Duhu Magaji Primary Health Center,13.44112,10.78883,Adamawa,Madagali,Duhu
Bulama Lala Hospital,12.09917,10.05797,Adamawa,Shelleng,Bodwai
Diamond Medical Group Practice,5.768493652,5.54888916,Delta,Warri South,Avenue
B Song Clinic,12.62854912,9.833736261,Adamawa,Song,Song Gari
Fadde Murke Cottage Hospital,12.62084484,9.819363594,Adamawa,Song,Song Gari
Sandaguni Health Post,12.0314624,8.55512748,Adamawa,Jada,Danaba
Zangra Health Clinic,12.44541759,10.02285642,Adamawa,Gombi,Boga
Kofar Wakili Asibiti,12.48378175,9.20396536,Adamawa,Yola South,Toungo
Ado Leach Medical,7.878086023,8.853230988,Nasarawa,Keffi,Angwar Rimi
Kwaba Primary Health Center,12.19544,9.608167,Adamawa,Demsa,Gwamba
Divine Mercy Medical Laboratory,7.493013333,6.413863333,Enugu,Enugu South,Achara East
Bari Jimila Health Post,12.24753,8.470915,Adamawa,Ganye,Jaggu
Over Sear Health Post,11.94593,9.544003,Adamawa,Lamurde,Gyawana
Damol Medical Laboratory,4.667828294,7.915895437,Osun,Ifelodun,Oke-Iroko 1
Pera Primary Health Center,12.02455,9.463422,Adamawa,Numan,Numan 2
Vunuklang Jauro Isa Primary Health Center,12.48171257,9.30043186,Adamawa,Girei,Modire
Gogra Clinic,12.57652732,8.94659359,Adamawa,Fufore,Karlahi
Gudban Primary Health Care,12.43715334,10.14597485,Adamawa,Gombi,Ga'Anda
St Lubbis Diagnostic Medical Laboratory,9.2592116,7.014761,Benue,Ushongo,Utange (Ushongo)
Toungo Primary Health Care Center,12.24796002,9.29116049,Adamawa,Yola South,Ngurore
Bai Health Post,12.50080929,8.9853178,Adamawa,Fufore,Uki-Tuki
Gatugel Health Post,12.25631571,9.03727668,Adamawa,Fufore,Mayo-Ine
Peace and Divine Medical Laboratory,8.35554,5.0581933,Cross River,Odukpani,Odukpani Central
Modern Anguwar Gombere Health Clinic,12.64972495,9.22297862,Adamawa,Fufore,Fufore
Emilor Medical Services,4.80934,7.90525,Osun,Boluwaduro,Igbajo 2
Banga Health Post,12.85236188,10.43929696,Adamawa,Hong,Garaha
Mubang Health Clinic,12.74835416,10.39686211,Adamawa,Hong,Garaha
Zah Health Post,12.74250986,10.41071562,Adamawa,Hong,Garaha
Dazal Health Post,12.94641822,10.26223337,Adamawa,Hong,Shangui
Kwanan Kuka Health Post,12.99328419,10.2346267,Adamawa,Hong,Bangshika
Dong Health Clinic,11.91638,9.4024,Adamawa,Demsa,Dong
Turst Medical Care,8.853537464,9.793061979,Plateau,Jos South,Gyel A
Palang Medical Care,8.847717285,10.02270508,Plateau,Bassa,Gurrum B
Hizbanna Medical Care,3.331096667,6.642465,Lagos,Ifako/Ijaye,Ifako Pele
Bille Primary Health Center,11.89751,9.258063,Adamawa,Demsa,Bille
Fce Dougirei Clinic,12.45823,9.2444,Adamawa,Yola North,Gwadabawa
Guyuaku Primary Health Center,12.65992885,10.33772899,Adamawa,Gombi,Guyaku
Dadin Kowa Health Clinic,12.51764,9.77582,Adamawa,Song,Song Gari
Ggss Health Clinic,12.4616,9.25433,Adamawa,Yola North,Gwadabawa
Sabon Gari Health Clinic,11.79553749,9.572387632,Adamawa,Lamurde,Lamurde (Lamurde)
School Clinic,13.63049316,10.88830566,Adamawa,Madagali,Madagali
Bang Clinic,11.57387913,9.323244434,Adamawa,Numan,Bolki
Dalasum Health Clinic,11.99978,8.03595,Adamawa,Toungo,Kiri 1
Government Secondary School Health Clinic,12.16668701,8.78112793,Adamawa,Jada,Jada 2
Banfo Health Clinic,11.83608458,8.748112099,Adamawa,Mayo-Belwa,Binyeri
Opalo Health Clinic,11.92899,9.50989,Adamawa,Lamurde,Opalo
Sabon Gari Health Post,12.77336127,10.08114908,Adamawa,Song,Kilange Funa
Balma Health Post,12.49477013,9.723509833,Adamawa,Song,Suktu
Kuma Health Post,12.30099412,9.690725476,Adamawa,Song,Suktu
Market Clinic,12.03668213,9.468078613,Adamawa,Demsa,Nassarawo Demsa
Bolon Health Clinic,11.99530029,9.409729004,Adamawa,Demsa,Dong
Chika Health Post,13.04814541,10.40611512,Adamawa,Hong,Gaya Silkami
Npi Cold Chain Office,12.02468139,9.88188245,Adamawa,Shelleng,Jumbul
Bujum Primary Health Center,11.61689404,9.306443652,Adamawa,Numan,Bolki
Okwa 1 Health Post,9.272094726,6.293701172,Cross River,Obanliku,Becheve
Kwafara Health Post,11.82400567,9.320448596,Adamawa,Demsa,Kpasham
Toungo Model Health Center,12.12333,8.23328,Adamawa,Toungo,Toungo 3
Dashen Health Post,12.13708496,8.581481934,Adamawa,Jada,Nyibango
Shangui Cottage Hospital,12.9454214,10.25469159,Adamawa,Hong,Shangui
Bagira Health Post,13.37469482,10.36029053,Adamawa,Mubi North,Muchalla
Ali Yola Health Post,10.97718977,8.70263902,Taraba,Gassol,Namnai
Lapo Primary Health Center,11.51266243,8.945702526,Taraba,Yorro,Pantisawa
Dila Health Center,11.52038116,8.944201747,Taraba,Yorro,Pantisawa
Zoh Makarawu Health Post,11.20719527,9.403163795,Taraba,Karim-Lamido,Bikwin
Gambo Primary Health Center,11.65133136,8.75601173,Taraba,Yorro,Dankum
Shonpa Ganah Health Center,11.51352324,8.944749238,Taraba,Yorro,Pantisawa
Lankaviri Primary Health Center,11.51150987,8.9463501,Taraba,Yorro,Pantisawa
Zampa Health Center,11.50538105,8.94895126,Taraba,Yorro,Pantisawa
Bankwadang Health Clinic,11.36421024,9.07112897,Taraba,Lau,Lau
Jimlari Primary Health Center,11.51397089,8.945245082,Taraba,Yorro,Pantisawa
Lagin Wases Primary Health Center,10.09975,8.52997,Taraba,Ibi,Damper 3
Millennium Development Goal Doubeli Clinic,11.1821,9.1532,Taraba,Lau,Yitti
Bariyanga Primary Health Center,11.53391264,8.9432739,Taraba,Yorro,Pantisawa
Millennium Development Goal Kanawa Clinic,11.373,9.26232,Taraba,Lau,Kunini
Dorowa Kpenveen Primary Health Center,9.63565,8.33372,Taraba,Ibi,Sarkin Kudu 2
Nakambo Health Post,10.25258845,8.215454865,Taraba,Wukari,Bantaje
Nwuntsa Health Post,9.728,7.98259,Taraba,Wukari,Chonku
Demsa Primary Health Care Center,12.08744543,9.253311694,Adamawa,Mayo-Belwa,Ndikong
Veterinary Clinic,12.86017,9.05052,Adamawa,Fufore,Gurin
Veterinary Clinic,13.33424,10.6489,Adamawa,Michika,Tumbarangabili
Vitinaru Clinic,12.00835,9.89042,Adamawa,Shelleng,Shelleng
Valli Medical Clinic,12.46534,9.2464,Adamawa,Yola North,Gwadabawa
Lissam Primary Health Center,10.04571729,7.19500674,Taraba,Ussa,Lissam 2
Bang Primary Health Center,11.25078151,6.644825017,Taraba,Sardauna,Gembu A
Ayara Clinic,10.62652653,8.279406232,Taraba,Gassol,Wuryo
White House Immunization,7.449523925,6.982727051,Enugu,Igbo-Eze North,Umuozzi 5
Titong Primary Health Center,11.31214571,6.884981713,Taraba,Sardauna,Titong
Fali Health Post,10.69615,7.45531,Taraba,Kurmi,Bente Galea
Nyingang Health Post,10.62497324,7.238219722,Taraba,Kurmi,Baissa
Bajoga Medical Centre and Maternity,11.43377,10.8577,Gombe,Funakaye,Bajoga East
Sansani Maternity Clinic,10.1976,8.42983,Taraba,Gassol,Wuro-Jam
Tinjemi Primary Health Center,11.48961,8.32793,Taraba,Bali,Gang Dole
Gan Glari Primary Health Center,11.38796,8.54923,Taraba,Bali,Gang Lari
Adda Goro Health Post,11.57142,7.72408,Taraba,Gashaka,Jamtari
Bam Maternity Clinic,11.34519,7.09616,Taraba,Gashaka,Mai Idanu
Domayo Maternity Clinic,10.43593478,8.458694323,Taraba,Gassol,Gassol
Puje Primary Health Care,9.798472051,7.900262051,Taraba,Wukari,Puje
Gahwetum Model Clinic,9.983563333,7.263313333,Taraba,Takum,Gahwetun
Baptist Global Health Center,11.13406568,6.879473414,Taraba,Sardauna,Magu
Bente Sama Health Center,10.71764732,7.297810502,Taraba,Kurmi,Bente Galea
Jauro Saidu Health Post,11.27510339,6.881728824,Taraba,Sardauna,Titong
Doma Health Clinic,11.96816113,10.02568667,Adamawa,Guyuk,Bodeno
Dumen Health Post,11.41069243,7.80428951,Taraba,Gashaka,Jamtari
Dam Par Primary Health Care,10.13503689,8.554200411,Taraba,Ibi,Dampar 2
College Of Education Clinic,11.76211057,8.988255079,Taraba,Zing,Zing
Rumde Health Care Centre,11.02813245,8.984159944,Taraba,Ardo-Kola,Tau
Danwusi Health Post,11.75343528,8.990857976,Taraba,Zing,Zing
Wadata Primary Health Center,10.80815457,9.238280201,Taraba,Karim-Lamido,Muri B
Burom Health Post,11.04372386,9.464067228,Taraba,Karim-Lamido,Bachama
Tem Jauro Health Post,11.43658651,6.949778889,Taraba,Sardauna,Mayo Ndaga
Dujire Health Post,11.25287843,6.712086479,Taraba,Sardauna,Gembu B
Teriye Clinic,11.42304186,6.739551481,Taraba,Sardauna,Titong
Mdgs Bam Primary Health Care,11.36955667,7.503908726,Taraba,Gashaka,Serti A
Belel Health Post,11.25180167,6.71211,Taraba,Sardauna,Gembu B
Mellineum Development Liji Health Center,9.885756667,6.915146667,Taraba,Takum,Shibon
Tambo Jimoh Tambo Jimoh Health Clinic,12.38523,9.53801,Adamawa,Girei,Tambo
Ndobo Useni Clinic,10.92835667,7.071361667,Taraba,Kurmi,Asha
Maigoge Maternity Clinic,10.50911333,7.722513333,Taraba,Bali,Suntai
Nwaka Health Post,11.39475635,9.282862831,Taraba,Lau,Kunini
Tamiya Health Post,10.0306517,7.2189533,Taraba,Ussa,Lissam 2
Labru Health Clinic,12.01415,10.04856,Adamawa,Shelleng,Ketembere
Daniya Clinic,10.97329459,7.871496507,Taraba,Bali,Bali B
Baanwa Health Post,13.3825,10.21436,Adamawa,Mubi South,Mujara
Kwenas Hospital,9.781203944,7.867566727,Taraba,Wukari,Puje
Ba Usmanu Lccn Health Post,12.72038,8.90537,Adamawa,Fufore,Beti
Badisya Memorial Nursing and Maternity Home,12.66293,9.07058,Adamawa,Fufore,Beti
Onueke Ernal Maternal and Child Health Care,8.041320801,6.176879883,Ebonyi,Abakaliki,Enyigba / Amagu Armyland
Gurnati Lccn Health Post,12.59957,9.02863,Adamawa,Fufore,Uki-Tuki
L C C N Guyuk Health Care,11.92768,9.7044,Adamawa,Guyuk,Kola
Wakule Health Post,11.84252,9.09245,Adamawa,Mayo-Belwa,Bajama
Kabilo Vichel Health Post,12.21605,9.03092,Adamawa,Fufore,Mayo-Ine
Kajang Community Health Post,11.92551,8.99886,Adamawa,Mayo-Belwa,Yoffo
Wali Health Post,13.3491,10.50423,Adamawa,Mubi North,Besto
Gashala Pubba Community Health Post,13.07885,10.30053,Adamawa,Hong,Kwarhi
Bille Bille Maternity Clinic,11.9008,9.26683,Adamawa,Demsa,Bille
Goava Health Center,13.38249,10.37318,Adamawa,Mubi North,Muchalla
Tala Tala Health Post,12.91896,9.6223,Adamawa,Fufore,Farang
Dungul Dungul Health Clinic,12.27833,10.18029,Adamawa,Gombi,Yang
Mbila Mbilla Bilachi Health Clinic,12.8772,9.39738,Adamawa,Fufore,Wuro-Bokki
Samco Dirma Health Post,12.32848,9.80587,Adamawa,Song,Dirma
Jamtari Health Post,13.16341,9.55583,Adamawa,Maiha,Belel
Bethel Health Post,10.61240444,8.491630469,Taraba,Gassol,Yerima
Honourable Iliyasu Memorial Sansani Maternity Clinic,10.1925148,8.430983101,Taraba,Gassol,Wuro-Jam
Alhaji Umar Isa Clinic,10.9661456,7.860558804,Taraba,Bali,Bali B
Vawar Clinic,10.35470597,8.23964002,Taraba,Gassol,Sabon-Gida
Global Mission Mayo Dule Clinic,11.46340333,6.636541667,Taraba,Sardauna,Kabri
Lafiya Namnai Clinic,10.95019167,8.763886667,Taraba,Gassol,Namnai
Tino Clinic,10.44197667,6.998608333,Taraba,Kurmi,Bissaula
Titto Kasa Clinic,11.73055,9.5539,Adamawa,Lamurde,Rigange
University Sangere Yahya Health Center,12.50603,9.34704,Adamawa,Girei,Girei 1
Alheri Clinic,11.81255,9.06133,Adamawa,Mayo-Belwa,Gorobi
Police Barrack Clinic,12.43373441,9.258854982,Adamawa,Yola North,Karewa
Power Holding Company Dkwachira Clinic,13.10924,10.2071,Adamawa,Hong,Hosheri-Zum
G Trust Clinic,12.04105,9.45782,Adamawa,Demsa,Nassarawo Demsa
Muva Primary Health Care Center,13.30369582,10.4147379,Adamawa,Mubi North,Muchalla
Tsukumi Health Center,13.28401815,10.53751534,Adamawa,Michika,Tsukumu / Tilijo
Yelwa Primary Health Center,11.80202382,9.07436192,Adamawa,Mayo-Belwa,Bajama
Dajo Comprehensive Health Center,9.878208033,7.75518387,Taraba,Wukari,Rafin/Kada
Melabu Comprehensive Health Center,9.745833162,7.722592049,Taraba,Wukari,Chonku
Vaase Primary Health Center,9.556428866,7.883025523,Taraba,Wukari,Kente
Gewan Primary Health Center,12.6356533,9.81636352,Adamawa,Song,Song Gari
Tsaranyi Health Center,12.72886994,10.13865013,Adamawa,Gombi,Tawa
Gewan Clinic,12.4027377,9.2633434,Adamawa,Yola South,Namtari
Abbare Clinic,11.3324366,8.9440613,Taraba,Jalingo,Kona
Pingel Health Post,9.050907359,10.20172206,Bauchi,Toro,Wonu South
Bangire Maternity,10.06514535,11.57156958,Bauchi,Shira,Kilbori  A
Motto Health Post,8.971545801,10.34083892,Bauchi,Toro,Zalau
Maraba Mika Maternity Primary Health Centre,9.8663881,10.3441828,Bauchi,Bauchi,Tirwun
Yalwa Health Post,10.67086467,11.47764972,Bauchi,Misau,Sarma
Akachi Maternity,6.920715332,4.983703614,Rivers,Ikwerre,Ikwerre 4
Lengro Medical Centre and Maternity,6.440673828,5.065917969,Bayelsa,Yenagoa,Epie 1 4
Ash Shifau Medical Centre and Maternity,7.03429,5.62264,Imo,Mbaitoli,Orodo B
Aisha Yuguda Under 5 Health Clinic,10.409469,11.003295,Bauchi,Darazo,Darazo West
Albakari Health Post,5.876257,13.73434,Sokoto,Gada,Dukamaje
Munki Health Post,5.441061294,13.19023649,Sokoto,Wurno,Chacho Marnona
Makina Primary Health Center,5.301211565,13.64938916,Sokoto,Illela,Gidan Katta
Burde Health Post,5.188622443,13.32709173,Sokoto,Kware,Sabon Birni G/Karma
Tambagarka Primary Health Center,5.387610794,13.33859369,Sokoto,Gwadabawa,Tambagarka
Bafarawa Primary Health Center,6.408193,13.1960715,Sokoto,Isa,Isa South
Karima Women and Children Hospital,6.6784603,12.1685646,Zamfara,Gusau,Tudun Wada (Makarfi)
Karfen Sarki Primary Health Center,5.2337604,13.0452886,Sokoto,Sokoto South,Sarkin Zamfara B
Wamakko Leprosy Health Post,5.107741,13.030721,Sokoto,Wamako,Wamakko
Meli Primary Health Center,5.264009501,13.38300664,Sokoto,Gwadabawa,Gwadabawa
Gigane Primary Health Center,5.282960864,13.47416082,Sokoto,Gwadabawa,Asara
Dan Kado Health Post,5.312989355,13.73293561,Sokoto,Illela,Illela
Luwi Primary Health Care,7.190307617,9.832702637,Niger,Muya,Kabula
Sagera Dikko Primary Health Care,5.479854617,13.70034035,Sokoto,Gada,Kyadawa
Yar Gada Primary Health Center,5.322087194,13.27012867,Sokoto,Gwadabawa,Gidan Kaya
Kucin Kalgo Primary Health Center,6.874722441,11.7680276,Zamfara,Tsafe,Danjibga
Danau Primary Health Center,6.144227189,12.55839883,Zamfara,Talata Mafara,Makera/Take Tsaba
Tsohuwar Health Center,6.358362,13.518214,Sokoto,Sabon Birni,Kurawa
Takalmawa Health Clinic,6.193314807,12.55538136,Zamfara,Maradun,Maradun South
Kananami Health Center,6.78657,12.1333,Zamfara,Bungudu,Sankalawa
Shiyar Garba Primary Health Center,6.628581,12.511323,Zamfara,Kaura Namoda,Banga
Katsira Health Post,6.59345944,13.02513868,Zamfara,Shinkafi,Kurya (Kaura Namoda)
Bamana Health Post,5.319613646,13.55834834,Sokoto,Gwadabawa,Mammansuka
Nasarawa Maternity and  Child Health Clinic,4.200949999,12.45861,Kebbi,Birnin Kebbi,Nassarawa 2
Gotomo Primary Health Center,4.415331,12.569951,Kebbi,Argungu,Alwasa
Gomozo Health Center,4.188602507,12.45237182,Kebbi,Birnin Kebbi,Nassarawa 2
Mustafa Health Post,4.217978819,11.95798591,Kebbi,Suru,Dandane
Sesita Primary Health Center,6.74478779,9.404236008,Niger,Paikoro,Tungan Mallam Nakuchi
Gundin Health Post,6.173095703,9.533874512,Niger,Wushishi,Kodo
Maitumbi Primary Health Center,6.547977502,9.640718777,Niger,Chanchaga,Nassarawa 'C'
Tabanni Primary Health Center,5.91399,9.90041,Niger,Mashegu,Kasanga
Mikuchi Primary Health Center,6.629691,9.366172,Niger,Paikoro,Tungan Mallam Nakuchi
Wanda Dogo Primary Health Care,5.107113203,11.50788034,Kebbi,Fakai,Fakai Kuka
M C Zaria Health Care,4.266374657,11.26099864,Kebbi,Koko/Besse,Zaria
Shiyar Kabawa Primary Health Center,3.929178,11.70927,Kebbi,Dandi,Fana
Balawa Health Post,4.481833,11.543615,Kebbi,Koko/Besse,Dada
Awala Primary Health Center,5.490492,11.396185,Kebbi,Danko/Wasagu,Ribah Machika
Matankari Unguwan Maiyaki Primary Health Center,4.220896648,12.46764829,Kebbi,Birnin Kebbi,Gwadongwaji
Sarka Mgd Health Post,4.188119953,12.47138938,Kebbi,Birnin Kebbi,Dan Galadima
