Name,x,y,Admin1,Admin2,Admin3
Primary health care downbase,8.851478135,9.956570629,,,
Ngohi Kofan Hakimi Medical Dispensary,12.6898707,10.67139283,,,
Fori Health Centre,13.17804942,11.79971954,,,
Heritage Hospital,3.356299062,6.533567838,,,
PHC Gwadami,6.876419445,9.729091058,,,
Kaduna State Polytechnic Clinic Tudun Wada No10 Musabaka Road Kinkinau Kaduna,7.405689021,10.50120164,,,
PHC,7.338773271,9.308535017,,,
Betheland Hospital,3.196450133,6.497168166,,,
Arewa Hospital and Maternity Home,6.665904929,12.17188978,,,
Toluwalope Tradomedical maternity home,3.399974477,6.533982658,,,
PHC Kuchi Woro,5.96828642,9.001781165,,,
Obudu Clinic,9.063341131,6.533141199,,,
Fakai PHC,5.106630881,11.50895819,,,
Damisa Health Post,8.216474454,12.30937697,,,
Gangshaffa Dispensary,12.40210035,10.56022926,,,
Safeway hospital,3.629557655,6.473152169,,,
PHC Takuma,5.233158727,9.333461875,,,
Saint Zeno Hospital,4.169877932,7.638900725,,,
MSF Lassa Fever Treatment Centre,9.833594028,10.32586546,,,
PHC Tawo,6.687885632,9.787363557,,,
Broad Hospital And Maternity,3.266132582,6.549175277,,,
Alhaji Dan ladi Doctor pharmacy,8.902172053,9.929122075,,,
Kayamla Health Clinic,13.22045573,11.68931889,,,
PHC Ung Garji,4.337587996,12.27338684,,,
Rukudawa Phc,6.830174725,12.77086109,,,
Kumshe Clinic,14.20967495,11.35577363,,,
Tofawa Health Post,8.328901592,12.34688213,,,
Toni Care Pharmacy,5.608796568,6.342839223,,,
Cocin Clinic,9.792004533,10.27146373,,,
Health Post Zugwagunli Uding,12.90482653,10.14945607,,,
"Alafia Hospital, Mokola, Ibadan",3.888292924,7.398829942,,,
Double Crown Medical Diagnostic Service,3.27615868,6.621199629,,,
Odus Specialist Clinic,3.345251043,6.520835224,,,
General Hosptal Gwadabawa,5.234491785,13.35022377,,,
Nassarawo Demsa Maternity and Child Health,12.04055844,9.459506085,,,
Kida Primary Health Centre,12.27104334,10.56424076,,,
Aaye Primary Health Clinic,5.179828365,7.340137425,,,
De Fairlane Hospital,3.248216767,6.55342004,,,
God Save Patient Medicine & Provision,5.148282151,7.288653848,,,
Mdgs PHC Gorun Ango,3.64264365,12.1507197,,,
High Court Clinic,13.69195924,11.070903,,,
Mallan Inna Maternity,11.17720146,10.30963944,,,
Ndiagu Amechi Uwani Health Center,7.531526952,6.407997959,,,
Model Health Centre Balbaya,11.73397139,10.61855264,,,
Gwarmai Health Post,8.254828451,11.53319497,,,
Light Hospital,3.299809058,6.606348573,,,
EBIKON Medical Diagnostic LAB kabong,8.869076779,9.928874642,,,
chibok clinic,12.75045987,10.80438128,,,
Maidurmari Primary Health Centre,13.48157163,11.53465442,,,
Shani General Hospital,12.05358752,10.22674904,,,
Dikue Medical Centre,3.172020573,6.464723579,,,
General Hospital Sabon Tasha St Simon Catholic Church,7.528099676,10.42811387,,,
SHONGO HEALTH CLINIC,11.08030515,10.28852157,,,
General Hospital Isa,6.393227537,13.20038166,,,
IDi maternity Clinic,11.18150464,10.29334678,,,
Monguno Isolation Centre,13.60610064,12.68515646,,,
MDG Evungi,5.648950075,9.124944096,,,
Rumirgo Federal Model Health Centre,13.04239318,10.58984378,,,
Oluwadamilare Maternity Home,3.3391719,6.534877594,,,
Gomari Airport Primary Health Centre,13.08452733,11.83024349,,,
Solik Hospital,3.288685937,6.597606584,,,
PHC,6.931493243,9.312586158,,,
Ghumma Dispensary,12.25665497,10.52538443,,,
Msherde Clinic,14.45311953,11.99836,,,
Josh pharmacy,8.865314394,9.89779597,,,
RAHAMA CHEMIST,8.476251427,11.96537319,,,
Galangi Primary Health Centre,12.51411627,11.50907906,,,
Mosol,6.550850232,9.591601945,,,
Deelshaddai Health Canter Home,3.177001436,6.45873496,,,
Barau Dikko Teaching Hospital Kaduna No1and2 PTF Road Hayin Banki Kaduna,7.441343625,10.58456813,,,
Phc Dankurmi,6.08387429,11.58992184,,,
gangkiri,12.28338812,8.75180817,,,
General Hospital Sabon Tasha Firoro Road Uboro Sabon Tasha Kaduna,7.469167521,10.45134633,,,
Amina Hospital And Maternity,7.425951769,10.45513939,,,
Gilead Medicals,4.634419937,9.845985247,,,
sango pataki community health center,3.89338032,7.427300753,,,
Ayolik Medical Center,5.626526975,6.331201957,,,
pastorate Patent Medical Store,8.944102021,9.90771042,,,
Ubulu-okiti,6.447614857,6.235151633,,,
BPS,3.445367093,6.456207398,,,
Dhal Pharmacy,3.871730619,7.458452766,,,
Model Primary Health Care Center,7.07136533,4.830226644,,,
Sheikh ibikunle,3.910458029,7.485875671,,,
Airen Pharmacy,5.627442363,6.319107457,,,
Daverhodes Clinic And Maternity Home,3.268024881,6.598635043,,,
Madinat Specialist Hospital,7.458127548,10.57186485,,,
Kudiye Dispensary,13.99127197,11.97247308,,,
primary health care,10.57060036,11.07079219,,,
PHC Gupa,6.729860862,8.440016962,,,
Igbologun Medical Centre,3.332555477,6.420623369,,,
Omosola Hospital,3.297059793,6.61702737,,,
Kuros Kauwa Family Support Clinic,13.67460443,12.94934869,,,
Rimaye Health Post,8.201159544,12.26657989,,,
General Hospital Gamawa,10.53169508,12.1391779,,,
Anas Medical,5.253920366,13.04338744,,,
Zaitun Clinic,7.39576753,10.52011825,,,
Sacred Heart Catholic Hospital,9.066280832,6.53252295,,,
Nanel medical laboratory,8.894894969,9.907838579,,,
Royal end pharmancy,5.630367395,6.326750244,,,
El-laz,8.88522133,9.925005723,,,
Primary Health Center Ese Ofin Riverine,3.146526177,6.443888934,,,
tito asibiti,11.73106957,9.553985892,,,
Yelwa Sarman Dispensary,10.67120155,11.47731659,,,
Victory Success Maternity Home,3.245601697,6.585612499,,,
Maiwa Health Centre,13.2389934,12.32445056,,,
Kuda Dispensary,13.15864464,12.49213808,,,
Miam pharmacy,8.879059542,9.931346716,,,
The Islamic Natural Medical Clinic,5.780536483,5.566982354,,,
Lupanga Health Post,11.99133772,9.286854135,,,
Primary Health Care Isa Kaita Raid Malali,7.464898785,10.5491939,,,
Madinatu Camp IDP Camp,13.18061772,11.87730168,,,
PHC Kuna,7.075691481,9.650759071,,,
Yale Clinic,13.70732486,11.70750435,,,
Adebayo,4.314286221,7.905116675,,,
Tungushe Primary Health Centre,13.07160327,12.03626355,,,
Ajigin Mairi Dispensary,12.27931276,11.16907026,,,
Mainasara Primary Health Care Clinic And Maternity,6.085289826,9.429881757,,,
Spring Oak Pharmacy,5.598339221,6.311778824,,,
Falola Clinic Medical,3.136395473,6.524270295,,,
Royal Clinic & Maternity,4.736899097,10.82744827,,,
Emly Pharmacy,7.534882983,6.458411587,,,
Polytechnic Clinic,6.58541586,12.63742463,,,
Gamji Phc,5.889835998,12.65656177,,,
Gowon Guinea Worm Clinic,12.61416769,11.37385105,,,
Kuelu Primary Health Care,4.482624761,7.841494593,,,
Trinity Specialist Clinic,5.780539417,5.560425275,,,
Rapha Specialist Children Clinic,5.75665795,5.541864221,,,
PHC Zugurma,4.966364342,9.45976517,,,
Mariri Primary Health Centre,8.609116578,11.94987739,,,
Kashimiri Primary Health Care,13.95786783,11.60637359,,,
Hon C O Ojelabi Health Center Igbo Elerin,3.188253219,6.482182748,,,
Fulatan Primary Health Centre,7.858888048,11.40062092,,,
Gwamna Awan General Hospital Primary Health Care Kakau,7.395241817,10.37575229,,,
Muna Mallam Kori Refugee Site,13.25026806,11.86597546,,,
Yelwa Primary Health Care,7.420618196,10.43529674,,,
Sabon Layin Kara Health Post,7.93262759,11.82491512,,,
Sefa Specialist Hospital,7.422616442,10.53704559,,,
Prestige Medical Clinic 6a Aina Obembe Street Ipaja,3.254257018,6.601206276,,,
"Origbegi Satisfaction maternity hospital, Ayeye",3.89332282,7.382750099,,,
Fountain Of Grace Hospital,3.350277419,6.537407755,,,
Baga Health Clinic,13.8217163,13.09472659,,,
General Hospital Ikono,7.713093057,5.282263939,,,
Cornell Health Laboratory Service,3.258977119,6.528763163,,,
PHC,5.321670283,9.023040186,,,
PHC Kusogi,5.207876895,9.111773696,,,
Mbulo primary heath center,11.90134768,8.654887469,,,
Joas Medical Diagnostics,3.272528226,6.54582964,,,
Guburnde Dispensary,11.77270508,10.33587647,,,
Unguwan Shanu Primary Health Center,7.438082059,10.54702106,,,
"Aromokeye pharmacy, Oko Erin, Nigeria",4.562464987,8.478287559,,,
PHC Dankogi,5.349490323,9.16412019,,,
PHC Ezhi,5.210676451,9.344067749,,,
Jamco Herbal Care Ltd.,8.912562679,9.928176597,,,
Regina Mundi Catholic Hospital,3.35555609,6.527286858,,,
Unguwar Turaki Health Post,8.230910858,11.82029426,,,
General Hospital Baro Dikko No18 Kaduna Road By Dan Asabe Road Nasarawa Kaduna,7.39733394,10.46827869,,,
PHC,6.422234287,8.829464659,,,
Shalom Medical Centre,4.24682548,8.143099693,,,
Cornemed Pharmacy and Stores,7.437373118,8.970217433,,,
Barau Dikko Teaching Hospital Dan Honu 2 New Millennium City,7.505166789,10.53617798,,,
Bulungu Health Clinic,13.79388427,11.43371577,,,
Fafty Clinic,3.363447149,6.538961341,,,
Famoseg Medical & Diagnostic Service Limited,8.913180593,9.918277569,,,
"Loroh Dispensary,",11.80135585,10.33465615,,,
Goniri Health Clinic,13.67197653,11.50491275,,,
Skylark Pharmacy,7.466706175,9.059618728,,,
PHC,5.5920279,9.542599495,,,
kofur heath center,13.49566999,10.75966424,,,
Ckc Hospital,3.307894577,6.59981136,,,
Gamadadi Comprehensive Health Clinic,11.55471684,10.32151375,,,
AKOL Pharmacy,4.552627985,7.777201121,,,
Maryaam Abacha Hospital,5.232319866,13.06277973,,,
Primary health care Kc3 Zuba Road Shooting Range Kabala,7.449234684,10.50461165,,,
Goshen Medical Center Furaka,8.915552839,9.90818953,,,
Dumun Dispensary,9.900486141,10.50218047,,,
The Tent Wellness Centre,3.372259463,6.5657924,,,
University of Nigeria teaching hospital,7.461623137,6.298721495,,,
Dr. Harcourt -Whyte,6.780478589,4.721857437,,,
Mandaragirau Health Centre,12.33137762,10.69331913,,,
Immaculate Maternity,3.89761578,7.376517819,,,
Life Line Medicare Clinic,5.626747671,6.331466657,,,
Health Centre Tugwama,6.286360284,10.33293158,,,
B.B Omoniyi Patent Medicine Store,3.887957983,7.382450781,,,
Alhayat Hospital 2ekuweme Street Off Ogo Oluwa Street By Green And White Bus Stop,3.151241416,6.473009425,,,
Pfemex pharmacy,8.887006173,9.923660595,,,
Kwamarawa Health Post,8.389795532,12.33023215,,,
Godiya Hospital,5.233023946,13.05965026,,,
Eldunamis Medical Center,3.22430018,6.542368165,,,
Balogun Primary Healthcare Center.,3.228330367,6.590625297,,,
Primary Health Care,6.79867109,11.84542245,,,
Bingham university teaching hospitals,8.877795132,9.931092829,,,
Primary Health Building Dadiluwi Ilaje Riverine,3.029230494,6.404255691,,,
Nguma Dispensary,12.35970787,10.73088808,,,
Gwalam Dispensary,12.33990478,10.46667473,,,
Sabon Gari Dispensary 2,11.61445224,10.55148057,,,
"Crescent Gc Hospital, Olufunmilayo Street, Tanke, Ilorin, Kwara, Nigeria",4.61005978,8.482751677,,,
Gidan Dare Clinic,5.20923007,13.0536603,,,
General Hospital Talata Mafara,6.059555874,12.56394702,,,
"St Mary's Catholic Hospital, Eleta, Academy, Ibadan",3.910764387,7.355297941,,,
Holy Rosary Medical Center,3.285003264,6.467138237,,,
Viva Healthfoo Shop & Dietetic Clinic,7.494976993,6.418406942,,,
Kagoro Road Primary Health Care,7.40182664,10.51240723,,,
Pearl Medical Diagnostics & Laboratory,8.88557622,9.924422175,,,
Budam Dispensary,11.9598242,10.32146916,,,
Al- Salam Hospital,6.668900957,12.15768129,,,
Al Fijir Clinics,7.386664029,10.50175543,,,
General Hospital Gada,5.64766756,13.75828616,,,
Mane Sol Pharmacy,7.42048878,9.014785521,,,
Dunamis House Medical Center,3.261967196,6.455723259,,,
"Aromokeye Pharmacy, Muritala Muhamed Way, Oko Erin, Nigeria",4.564199957,8.490399996,,,
Alkamu Dispensary,5.372184996,13.14270679,,,
Rauf Aregbesola Flagship Pry Healthcare Center,3.282661695,6.594758245,,,
PHC Madangyan,5.304840763,10.32935594,,,
Primary Health Centre Chibok,12.8538908,10.86640677,,,
Union diagnostics,8.893937085,9.905500364,,,
Egan Primary Health Care Center,3.235959072,6.550374056,,,
Summy Indeel Laboratary,3.131360967,6.458484425,,,
Kolaku Maternity Centre,11.77789306,10.03833006,,,
Marmara Primary Health Centre,7.769082326,8.610772339,,,
Ehibass Pharmacy Store,5.618776732,6.339769854,,,
Dans Medical Hospital,3.334731754,6.512498583,,,
UNN Medical Center,7.413148328,6.86043767,,,
Ruwan Bago Health Post,7.75745319,11.40718344,,,
Garba Lawal Primary Health Center,7.412197317,10.50523006,,,
Emergency,9.829213478,10.32333975,,,
Maternity Center,4.136415531,7.832528974,,,
Gonin Gora Primary Health Center,7.401865532,10.43120545,,,
Bumou Health Clinic,13.69316883,12.89490789,,,
As Salam Patent Medicine Store,3.909354384,7.481497887,,,
Ngungwaling Health Post,12.21203348,9.508904496,,,
Ndufu MCH Clinic,14.27956468,12.22439327,,,
Makal Medical Center,3.294122775,6.457723516,,,
Kangarwa Health Clinic,13.50270953,13.30868188,,,
Eclochi Clinic,5.759333621,5.532475651,,,
Alex Pharmacy,7.526470737,6.457974219,,,
General Hospital Gummi,5.123119761,12.14106617,,,
Primary Health Center Maker,7.41351973,10.46840526,,,
Maraku Health Post,8.128890775,11.67714015,,,
"Primary Health Centre, Toru-Ebeni",6.076103344,4.980096833,,,
Priesnhood Pharmacy and Stores,8.912970543,9.926319586,,,
Mecure Health Care,3.346672697,6.5530737,,,
General Hospital Kaduna Keke B Main Township Road,7.493654748,10.55648993,,,
EYN Dispensary,12.00708003,10.28070067,,,
Samas Hospital And Maternity,3.247261817,6.584318753,,,
PHC,5.821124424,9.139319898,,,
Megacare+ Pharmacy,3.501893139,6.615296339,,,
Sethfone Hospital And Maternity Home,3.288063664,6.653967087,,,
Karari Health Post,8.174450777,12.24283866,,,
Usman Aisha Hospital,6.018823345,9.095549768,,,
Bukz Clinical Diagnostic Center,3.228344281,6.541795933,,,
Mobile Ambulance Center,5.246247656,13.05088706,,,
Nassarawa Maternity,4.200870354,12.45856697,,,
Standard dental design,4.031156261,7.448441253,,,
Oluyole Private Hospital,3.855747922,7.366357946,,,
Gurawa Health Post,7.888228984,11.76764116,,,
Jag-Bon Medical Center,3.367094953,6.520312947,,,
Fajaldu Comprehensive Health Centre,5.380159874,12.84210115,,,
Belan Consultant Home,3.341573734,6.514368921,,,
Eti-Osa,3.585217722,6.462777636,,,
Pharmacy,3.58505922,6.467436633,,,
Genesis Health Center,3.189558197,6.453572462,,,
Macfin Medical Clinic,3.292934556,6.458320559,,,
Yimirali Health Clinic,12.99476896,10.61161888,,,
Kuburivu Dispensary,13.02448993,10.92633763,,,
Khadijah Women Children Welfare Clinic,6.588769962,12.60748505,,,
PHC,6.989636828,9.991505144,,,
BHC Kadna,6.598036994,9.563593229,,,
Gubio Dispensary,12.78520118,12.50183686,,,
Hexo pharmacy,8.889407337,9.920839582,,,
Malari Dispensary,13.34527937,11.69485497,,,
Careway Hospital And Maternity,3.289845992,6.592557493,,,
God's and Glory Pharmacy Ltd,7.517509561,6.458239758,,,
Noro pharmacy,8.882012151,9.909458047,,,
UBA General Hospital,13.19009136,10.47572258,,,
Yelwa Maibene Health Clinic,7.409348895,10.53886765,,,
Hope In God Faith Clinic and Maternity Home,3.209531267,6.577243169,,,
Gawa Clinic,13.3139852,11.88526289,,,
ABDULFATAH PHARMACY,8.46885775,11.95601613,,,
Ginga Clinic,4.074945922,12.04102824,,,
Primary Haelth Care No1 River Line Road Kabala Coastin,7.440141996,10.50133876,,,
Amen Health Center,3.280934353,6.634158722,,,
General hospiat,6.54421428,9.612093184,,,
PHC Ashiriwe,6.621513029,9.908028681,,,
PHC Dumbegu,4.331314225,12.29015358,,,
Kauna hospital,8.888798391,9.920709746,,,
Surulere Primary Health Care Center,3.260117729,6.65426146,,,
Realcare Hospitals,3.25981598,6.629885293,,,
Phc Zugu,5.334392085,11.86058774,,,
Bonne Fante Hospital,3.229041655,6.459080043,,,
Adacon pharmacy,8.889914442,9.913580183,,,
Birnin Mallam Mdg Phc,6.544337158,12.26729244,,,
Julsam Pharmacy,5.619229522,6.349021129,,,
Kasgada PHC,5.201880147,13.27971553,,,
PHC,5.671055333,9.512161788,,,
Mayome Health Center,12.23078062,9.22627854,,,
Saint Gerad Hospital Kakuri Noaa 26 Makera Road Nasarawa Kaduna,7.396950384,10.47802953,,,
Akinsayosikenu Hospital,3.259754289,6.603486992,,,
Kainiki Community Health Centre,4.088274153,11.9102175,,,
Jeki Health Post,12.00310483,10.07168945,,,
Kala Health Clinic,14.46403034,12.08016285,,,
JKG5 Medical Center,8.907786922,9.934550364,,,
PHC,4.517619122,12.65961588,,,
Irede Primary Health Centre,3.233809281,6.426645179,,,
Slon,3.313128488,6.539880333,,,
Karaye Hospital,5.237031837,13.05239815,,,
Lamba Health Post,8.148073263,12.34000746,,,
Adesak tradomedical Centre,3.39961548,6.527096254,,,
Agbongbon Health Center,3.89949869,7.367314657,,,
Island Clinic,5.758031995,5.535561533,,,
Dr Sodiq hospital Moniya Olosooko,3.892512877,7.563723938,,,
Sabsuwwa Lawanti Clinic,13.13944438,12.55388002,,,
bamako clinic kwaboon,13.07822028,10.04713835,,,
Pharmacy,3.483836675,6.62677326,,,
Jauro Gotel Primary Health Centre,11.75031769,10.09958367,,,
Aboru Primary Health Centre,3.282126595,6.624483491,,,
PHC,7.103851994,9.502717394,,,
Dalal Health Post,7.949128875,11.83514213,,,
kopa basic heath clinic,13.3383705,10.7379666,,,
Amadiya Muslim Hospital,4.517674024,9.875447385,,,
Hoyo Health Clinic,12.94998865,12.00033863,,,
"Ero Omo Hospital, Kilanko Road, Ilorin, Nigeria",4.585472976,8.452881926,,,
Redeemed Medical Center,3.181697984,6.46655184,,,
New Day Clinic and Maternity,7.062588639,4.850403645,,,
Kogo Primary Health Centre,8.171951126,11.62300245,,,
Maternity and Child Health Monguno,13.61612766,12.67065158,,,
Kanoma Phc,6.307163497,12.24361499,,,
Horo Birni Model Primary Health Centre,5.157005449,12.71691122,,,
Clinic,7.229656984,9.573313219,,,
PHC Magalajido Salka,4.961772819,10.31945934,,,
Anguan Kampani,6.576266258,9.590087922,,,
Al Qidan Patent Medicine Store,3.911063957,7.480963289,,,
Pharmacy,3.502883377,6.617068776,,,
lafiya primary heath care,11.81543753,9.64566455,,,
Pilak Health Post Kombo Shani,11.83182516,10.06363905,,,
PHC Zago,6.419711669,8.699055489,,,
PHC Sesita,6.745461931,9.406522399,,,
Yimirmbula Dispensary,12.77266085,10.92263845,,,
Maikaho Primary Health Clinic,11.692688,10.09869376,,,
Viandra Eyes Clinic,6.34901325,4.953817052,,,
Dot center,13.22375845,9.663261686,,,
Giwa Hospital,7.433136066,10.54308944,,,
manjekin A primary heath center,13.13077448,10.04011256,,,
Edit Pharmacy,7.532085858,6.457766599,,,
Primary Health Care Bosso Senior Secondry School A,6.517550524,9.653768174,,,
Ben Cee Divine Medical,7.483366129,8.961999647,,,
Dezubik,6.721920853,6.194668717,,,
Fori Primary School IDP Camp,13.17693932,11.7996151,,,
Ministry Of Health and Human Service Kaduna State Kaduna,7.438926955,10.52239938,,,
"Gbemisola Memorial hospital, Boluwaji Area, Ibadan",3.905347918,7.337546998,,,
Kokai Health Post,8.022147322,12.21878972,,,
Cavesbury Private Hospital,3.257558817,6.657991239,,,
Yajiwa Camp Kusheri Refugee Site,13.13061472,11.78870739,,,
Mdg Hospital,4.690934081,13.06830633,,,
PHC Azeido,7.072474172,9.52019777,,,
Vineyard Convalescent Hospital,3.140516687,6.459373242,,,
Luna Union Hospital,8.907527251,9.93263644,,,
Purpose Of God Clinic and Maternity,3.246080388,6.568295487,,,
Tandari Fsp,13.69494588,11.52834126,,,
"Primary Oral Health Centre, Idikan (UCH Annex)",3.891130953,7.383339095,,,
Mountain Of Fire Hospital,3.329100121,6.508514161,,,
Denow Ayetoro Medical Center,3.153970648,6.48844755,,,
Angelic Care Foundation Maternity,3.14153182,6.493719683,,,
PHC Rara,5.614911417,12.98738769,,,
Rural Hospital Kuta,6.71353962,9.856513588,,,
King Fahad Hospital,6.694340368,12.15353702,,,
Yoyo Health Clinic,13.63906449,12.71382467,,,
LA Med Pharmacy,8.878388654,9.89024245,,,
St Claire Specialist Clinic,3.359658864,6.515724777,,,
Unguwar Shanu PHC,7.437862118,10.54660448,,,
Salahu Primary Health Centre,11.94146096,10.56066646,,,
St David Med Center,3.221181441,6.456224329,,,
Ebenezer Specialist Clinic and Maternity,3.354858799,6.539001239,,,
Wellness Hospital,7.080345785,4.825862019,,,
Bagado Dispensary Clinic,7.492831226,10.47178132,,,
Akol Pharmacy,4.251478442,8.151323598,,,
Messiah Medical Centre,8.860695043,9.948392155,,,
Old Jos university teaching hospital,8.891242973,9.916371524,,,
Barau Dikko Teaching Hospital Gwari Road Mando,7.41850998,10.58521932,,,
General Hospital Makera Kakuri Kaduna No12 Ligari Road Kadunadan Kaduna,7.371718844,10.47554765,,,
Ngwalimiri Dispensary,13.08765805,11.2948755,,,
Dalaram Clinic,13.16931145,11.86749267,,,
Iya Fatia (Iya Ibiye) Alagbo,3.913733928,7.482000466,,,
Nasi Pharmacy,5.62530087,6.326262334,,,
Wuyo Health Centre,11.69581629,10.38389045,,,
Miye Dispensary,13.24913206,12.22535644,,,
Aibeth Centre,8.94360665,9.906600153,,,
Beulah Ultrasound Scan Centre,7.376634327,9.143153362,,,
Musaka Beto Specialist Hospital,7.411966731,10.54256725,,,
Primary Health Care Centre Samalu,5.020888622,13.10170545,,,
Cele Apata Community Health Center,3.214540962,6.575322624,,,
Hanacy Stores and Pharmacy,7.513424221,6.459700053,,,
Zuman Pharmacy,7.433519454,10.50773726,,,
Comprehensive Health Centre,12.61688226,13.26171875,,,
Siya Medical Center,7.033681718,4.836613738,,,
Taimako Hospital And Maternity,6.551129182,9.618230581,,,
Nkurvu Dispensary,13.14940586,10.84383917,,,
Moland Jones Pharmacy,8.952021243,9.910315264,,,
Dan Gayaki Health Post,7.903103929,11.72530894,,,
Yanoko Primary Health Centre,7.918082222,11.45589487,,,
Dalila Pharmacy,7.527117485,6.457866931,,,
Dimkuna Health Post,11.96551065,8.399525832,,,
PHC Saint John's,4.401550886,10.62630959,,,
G. 9 First Healthcare Clinic,8.91556206,9.925273776,,,
Neb's Clinic and Health Care Service,3.295779039,6.468350847,,,
Kiramisau Health Post,10.14086194,12.55087016,,,
Recall Life Pharmacy,5.627052688,6.367479756,,,
G. Medical,8.914428994,9.920377068,,,
Edmark pharmacy,8.89061475,9.897981796,,,
Niger Optical Eye Clinic,7.047963056,4.847378281,,,
PHC Gami,6.703441019,9.316187192,,,
Kaleku Health Post,7.883483989,11.62495853,,,
Agbaju Primary Health Center,3.24545602,6.453116068,,,
Makuwana Dispensary,6.246761742,13.57111785,,,
Iceme Central Pharmacy,8.951863244,9.909882171,,,
Leho Dispensary,12.84550026,10.70411318,,,
Gora Dispensary,11.91276685,10.0462689,,,
DICON Staff clinic,7.420472519,10.48773728,,,
PHC Tudun Wada,6.901185622,9.366368724,,,
"Primary Health Care, Kilgori",5.016672273,12.82810924,,,
Gomboru Health Clinic,14.21069335,12.37030025,,,
Rasmah Maternity And Clinic,7.403680046,10.53031852,,,
Aishat Specialist Hospital Limited,3.351263298,6.5192031,,,
Anikantamo Health Post,3.394401266,6.457864919,,,
Hajia Asama'u Ahmad Makarfi Health Center Barnawa,7.42966797,10.48143459,,,
Bulonguwa Dispensary,13.96162007,12.01966193,,,
suwa primary heath center,11.60711807,9.533744266,,,
Primary Health Care Centre,6.507223432,11.78532814,,,
dashen heath post,12.1335176,8.57709687,,,
Obelle Health Center,6.808791568,5.035190747,,,
Favor chemist store,3.234419568,6.52260984,,,
Allahu Sammad Patent Medicine,3.891581396,7.381132392,,,
Dr Karima Wcwc,6.678342835,12.16841599,,,
Ibru Medical Center,6.062463389,5.532590819,,,
Burashika Health Post,11.92122478,10.14132462,,,
Kauthar Pharmacy and Store,8.951900795,9.9102783,,,
Izzige Dispensary,13.30189614,10.98315017,,,
Chibira Health Post,11.8103027,10.37512205,,,
Iyayi Dispensary,9.25007996,11.30819996,,,
Mdgs PHC Rijiyar Maikabi,3.80642872,11.79736129,,,
New Bethel Hospital,6.516413351,9.647626838,,,
Fufore Cottage Hospital,12.66286479,9.2174876,,,
Islamic Medical Foundation Musawa Road Zango,7.405658176,10.50509956,,,
Delli Dispensary,13.21789548,10.74829092,,,
JJC,5.783040577,5.553260424,,,
Jarawa Dispensary,14.39871495,11.96051026,,,
"Bolajoko Hospital(Badejoko Hospital) Mokola road, after GTBank",3.892191934,7.411569932,,,
Primary Health Care Romon Sarki,4.601565559,12.22940699,,,
Daksiri Center,12.9269965,10.14189308,,,
Primary Health Care Tudun Wada Road Rido,7.508341183,10.39915758,,,
Pink Clinic Nigeria,3.386916059,6.576025698,,,
Rivet,3.310213095,6.541132673,,,
Liberty Hospital,7.179161718,9.188441036,,,
Kirigi Health Clinic,4.757294363,11.49215985,,,
Shiwa Kalaa Health Clinic,13.04582666,10.26049433,,,
BHC Kafanin Waya,5.629348491,10.31027445,,,
Phc Kanoma,6.307169532,12.24412863,,,
B. U Clinic,5.762027062,5.538042576,,,
University of Maiduguri Teaching Hospital,13.18267153,11.82517337,,,
Artemis Hospital,7.057945148,5.493196293,,,
Health Clinic Dikko Dabban,5.739424338,9.267024144,,,
"Federeal Neuro-Psychiatric Hospital, Barnawa",7.429447358,10.4634938,,,
Mdg Saminaka,4.64270922,11.18205676,,,
Dispensary Kurngulung,11.80587345,10.23948442,,,
Nahuta Dispensary,11.94326759,10.31639425,,,
371 Nigerian Air Force Medical Center,5.714035637,5.583329664,,,
Koburut Dispensary,11.7359009,10.21032705,,,
PHC Shagwa,4.7024825,10.10332895,,,
Sangotedo Primary Health Care Center,3.632504229,6.472260586,,,
Alexander Memorial Hospital Olugbemi Agric,3.220091123,6.458503033,,,
Durmawa Health Post,8.258327728,11.60517498,,,
Loyola Medical Center,5.778346795,5.555394876,,,
Rhowil Total Care Medical Center,3.262547139,6.453203994,,,
Kanwa Primary Health Center,6.574740668,12.69675366,,,
Primary Health Care Center,8.914745075,9.936094562,,,
Dominic Pharmacy,7.523481918,6.458843087,,,
Al Mansur Specialist Hospital,7.459856232,10.55101596,,,
Lafiya Clinic,5.214528019,13.04538635,,,
Bethlem Hospital,3.339194699,6.518085121,,,
Model PHC Balkore,5.231994648,13.29989513,,,
Micki-Mike Medicine store,8.903341161,9.923369575,,,
"One Step Pharm Ltd, Ilorin, Nigeria",4.53175604,8.470326846,,,
BHC Dije Bala,7.179494228,9.1746777,,,
Gadai Dispensary,12.94449515,12.40134564,,,
Hefamaa Laboratory,3.214318926,6.527686591,,,
MHC Lapai,6.569545229,9.038737899,,,
PHC Luwi,7.19021376,9.832723819,,,
PHC Rumbukawa,5.225093325,13.06616392,,,
Jerusaves pharmacy & Lab,7.458667594,10.45005048,,,
Akalawa Mdg,4.306723733,12.17264357,,,
Bethel Medical Clinic,7.501110954,6.447610918,,,
Yusuf Dantsoho,7.416254242,10.52019997,,,
Melody Pharmacy,7.521357189,6.458721885,,,
Primary Health Centre Silame,4.846769084,13.03348263,,,
Ndieze Homeopathic Medical Services 20 Drchiwumba Off Summit Light Road,3.206787367,6.500451357,,,
Darlington Pharmacy,7.531359566,6.459120696,,,
Safehands Medical Centre,3.300014247,6.458541758,,,
Buratai. Health Centre,12.08489032,10.90479765,,,
PHC,6.15295123,8.991337985,,,
MRS Hospital,3.227679093,6.469640738,,,
